Score,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,ID
15,Bachelors,2018,Bangalore,3,0,1,No,4,1,287
90,Bachelors,2014,Bangalore,3,0,1,No,4,0,2149
100,Bachelors,2016,Pune,3,0,1,No,2,0,492
110,Bachelors,2012,Bangalore,3,0,0,No,5,0,2584
90,Bachelors,2016,Bangalore,3,0,1,No,2,0,2025
90,Bachelors,2013,Bangalore,3,0,1,No,4,0,4272
110,Masters,2017,Pune,2,0,1,No,5,0,1668
70,Bachelors,2017,New Delhi,3,0,1,No,4,0,4407
90,Bachelors,2014,Bangalore,1,0,1,No,2,0,2197
55,Bachelors,2015,Pune,3,0,0,No,3,1,1635
15,Bachelors,2018,Bangalore,3,0,1,No,3,1,228
100,Masters,2015,Pune,2,0,0,No,3,0,146
60,Masters,2017,Bangalore,3,0,0,No,4,0,2043
110,PHD,2014,New Delhi,3,0,1,No,2,0,530
110,Bachelors,2017,Bangalore,3,0,1,No,5,0,4028
55,Masters,2016,New Delhi,3,0,0,No,3,1,645
90,Bachelors,2016,Bangalore,3,0,1,No,4,0,3573
25,Masters,2017,Pune,2,0,1,No,2,1,60
15,Bachelors,2018,Bangalore,3,0,0,No,2,1,4323
100,Bachelors,2012,Pune,3,1,1,No,3,0,3818
110,Bachelors,2015,Bangalore,1,0,1,No,5,0,2083
110,Bachelors,2017,New Delhi,2,0,0,No,5,0,3520
100,Bachelors,2013,New Delhi,3,1,0,No,1,0,3511
110,Bachelors,2015,Bangalore,3,0,1,No,5,0,3515
25,Bachelors,2017,New Delhi,2,0,0,No,4,1,3136
45,Masters,2013,Bangalore,3,0,1,No,1,1,2775
100,Bachelors,2013,Pune,3,0,1,No,0,0,2662
70,Masters,2017,New Delhi,3,0,1,No,2,0,3341
110,Bachelors,2018,Bangalore,3,0,1,No,5,1,2796
110,Bachelors,2014,Bangalore,3,0,1,No,5,0,166
70,Bachelors,2016,Bangalore,3,0,1,Yes,4,0,1821
110,Bachelors,2014,Pune,3,0,0,No,5,1,4250
90,Bachelors,2015,Bangalore,3,0,1,No,3,0,457
70,Bachelors,2017,New Delhi,2,0,1,No,4,0,617
90,Bachelors,2015,Bangalore,3,0,1,No,1,0,2302
25,Bachelors,2017,New Delhi,2,1,0,No,2,1,3856
100,Masters,2012,New Delhi,1,0,0,No,1,0,2128
110,Bachelors,2014,Bangalore,1,0,0,No,5,0,2248
110,PHD,2015,Pune,3,0,0,No,1,0,3124
100,Bachelors,2015,Pune,3,0,1,No,0,0,2989
110,PHD,2015,Pune,1,0,0,No,3,1,1070
55,Bachelors,2015,Pune,2,0,1,No,2,1,2096
25,Masters,2017,Pune,2,0,1,No,0,1,2502
70,Bachelors,2017,New Delhi,2,0,0,No,1,0,2692
55,Bachelors,2015,Pune,3,0,0,No,2,1,1433
110,Bachelors,2015,New Delhi,3,0,0,No,5,1,4233
70,Bachelors,2016,Bangalore,3,0,1,Yes,1,0,3581
90,Bachelors,2014,Bangalore,3,0,0,No,3,0,161
55,Bachelors,2015,Pune,2,0,0,No,2,1,4063
70,Masters,2017,New Delhi,2,0,0,No,2,0,1743
25,Bachelors,2018,New Delhi,3,0,0,No,3,1,911
55,Bachelors,2016,New Delhi,2,0,0,No,4,1,3609
55,Bachelors,2015,Pune,3,0,0,No,3,1,983
55,Bachelors,2014,Pune,1,0,0,No,1,1,3577
25,Bachelors,2017,Pune,2,0,0,No,2,1,3327
110,Bachelors,2017,Pune,3,0,1,No,5,0,900
55,Bachelors,2015,Pune,1,0,0,No,3,1,4123
110,Bachelors,2014,Bangalore,3,0,1,Yes,5,0,4362
100,Masters,2015,New Delhi,3,0,1,No,1,0,3617
60,Bachelors,2017,Bangalore,3,0,0,No,2,0,3940
110,Bachelors,2017,Pune,2,0,0,No,5,1,4126
45,Bachelors,2015,Bangalore,3,0,1,No,4,1,1720
110,Bachelors,2015,Pune,2,0,0,Yes,5,1,2416
100,Bachelors,2016,Pune,3,0,1,No,4,0,3696
90,Bachelors,2014,Bangalore,3,0,0,No,4,0,1060
110,PHD,2013,New Delhi,3,0,1,No,4,0,970
110,Bachelors,2013,Bangalore,3,1,0,Yes,5,0,3064
110,Masters,2017,New Delhi,2,0,0,No,5,0,2887
110,Masters,2012,New Delhi,3,0,1,No,5,0,2621
90,Bachelors,2016,Bangalore,3,0,1,No,4,0,3504
5,Masters,2018,New Delhi,3,0,1,Yes,2,1,471
90,Bachelors,2012,Bangalore,3,0,1,No,1,0,3908
90,Bachelors,2014,Bangalore,3,0,1,No,3,0,904
90,Bachelors,2016,Bangalore,3,0,1,No,4,0,3741
110,Bachelors,2016,Bangalore,3,0,0,No,5,0,2754
90,Bachelors,2014,Bangalore,3,0,1,No,0,0,4049
15,Bachelors,2017,Bangalore,3,0,0,No,4,1,2494
90,Bachelors,2016,Bangalore,3,0,1,No,2,0,291
15,Bachelors,2018,Bangalore,3,0,1,No,2,1,3659
110,PHD,2015,Pune,2,0,0,No,4,0,2520
90,Bachelors,2012,Bangalore,3,0,1,No,3,0,114
110,Bachelors,2013,Bangalore,3,0,1,No,5,0,4166
90,Bachelors,2015,Bangalore,3,0,0,No,1,0,2203
70,Bachelors,2017,Pune,3,0,1,No,0,0,2782
110,Bachelors,2017,New Delhi,2,0,1,No,5,0,1143
60,Bachelors,2017,Bangalore,3,0,1,No,2,0,2816
25,Bachelors,2017,Pune,3,0,0,No,4,1,2040
90,Bachelors,2014,Bangalore,3,0,1,No,0,0,3311
90,Bachelors,2014,Bangalore,3,0,1,No,3,0,3593
70,Masters,2017,Pune,2,0,0,No,4,0,698
100,Bachelors,2015,Pune,3,0,1,No,2,0,1766
110,PHD,2018,Bangalore,3,0,0,No,2,1,731
110,Bachelors,2013,Bangalore,3,0,1,No,5,0,340
110,Bachelors,2017,New Delhi,2,0,1,No,5,0,601
110,Bachelors,2018,Bangalore,3,0,1,Yes,5,1,2855
90,Bachelors,2013,Bangalore,3,1,0,No,4,0,3277
40,Bachelors,2017,Bangalore,3,0,0,Yes,1,0,3386
90,Bachelors,2015,Bangalore,3,0,1,No,4,0,2224
25,Masters,2017,Pune,2,0,0,No,4,1,2845
25,Bachelors,2018,Pune,3,0,0,No,1,1,677
90,Bachelors,2016,Bangalore,3,1,1,No,0,0,3005
110,PHD,2016,New Delhi,3,0,0,No,5,0,1522
60,Masters,2017,Bangalore,2,0,0,No,2,0,1822
110,PHD,2016,New Delhi,3,0,1,No,1,0,3849
100,Bachelors,2012,Pune,3,0,1,No,0,0,3532
70,Masters,2017,New Delhi,3,0,0,No,2,0,4147
100,Masters,2014,New Delhi,3,0,1,No,2,0,688
55,Bachelors,2013,Pune,2,0,0,No,3,1,219
110,Bachelors,2015,Bangalore,3,0,1,No,5,0,2655
15,Bachelors,2018,Bangalore,3,0,1,No,3,1,2893
90,Bachelors,2013,Bangalore,3,0,1,No,4,0,2986
100,Bachelors,2016,Pune,3,0,1,No,0,0,4235
90,Bachelors,2012,Bangalore,3,0,1,No,3,0,4109
90,Bachelors,2012,Bangalore,1,0,1,No,0,0,3900
25,Masters,2017,New Delhi,2,1,1,No,3,1,3603
110,Bachelors,2016,Bangalore,3,0,1,No,5,0,4446
110,Bachelors,2013,Pune,3,0,1,No,5,0,749
70,Bachelors,2013,Bangalore,3,0,1,Yes,3,0,1224
70,Masters,2017,New Delhi,3,0,1,No,2,0,1617
5,Bachelors,2018,Pune,3,0,1,Yes,3,1,519
25,Masters,2017,New Delhi,2,0,0,No,2,1,4379
110,Bachelors,2013,Bangalore,3,0,1,No,5,1,3631
110,Bachelors,2016,Bangalore,3,0,1,No,5,0,83
25,Masters,2017,New Delhi,3,0,0,No,2,1,163
70,Masters,2017,New Delhi,2,0,1,No,4,0,2698
15,Masters,2017,Bangalore,3,0,1,No,1,1,906
55,Bachelors,2014,Pune,2,0,1,No,3,1,3583
70,Bachelors,2017,Pune,3,0,1,No,3,0,413
25,Masters,2018,New Delhi,3,1,1,No,2,1,3100
25,Masters,2018,New Delhi,3,0,0,No,2,1,2221
55,Bachelors,2014,Pune,2,0,0,No,2,1,3234
110,Masters,2017,Pune,2,0,1,No,5,1,1528
110,Bachelors,2013,Bangalore,3,0,1,No,5,1,2045
100,Bachelors,2016,Pune,3,0,1,No,2,0,4620
110,Masters,2017,New Delhi,3,0,1,Yes,5,1,2414
25,Bachelors,2018,Pune,3,0,0,No,3,1,1446
110,Bachelors,2013,New Delhi,3,0,0,No,5,0,3126
100,Masters,2014,New Delhi,3,0,0,No,2,0,2939
110,Bachelors,2013,New Delhi,3,0,1,No,5,0,3883
15,Bachelors,2018,Bangalore,3,0,1,No,2,1,975
45,Bachelors,2015,Bangalore,3,0,0,No,4,1,4178
70,Bachelors,2013,Bangalore,3,0,1,Yes,4,0,4344
60,Bachelors,2017,Bangalore,3,1,0,No,2,0,3660
90,Bachelors,2013,Bangalore,3,0,1,No,4,0,1958
90,Bachelors,2016,Bangalore,3,0,0,No,2,0,3909
70,Masters,2017,New Delhi,2,0,0,No,4,0,618
100,Bachelors,2013,New Delhi,3,0,0,No,3,0,4284
90,Bachelors,2013,Bangalore,3,0,0,No,4,0,2256
100,Bachelors,2013,Pune,3,0,1,No,4,0,1774
90,Bachelors,2013,Bangalore,3,0,1,No,2,0,1360
45,Bachelors,2014,Bangalore,3,0,0,No,4,1,1392
90,Bachelors,2014,Bangalore,3,0,1,No,0,0,4230
110,PHD,2018,Bangalore,3,0,0,No,5,1,1379
70,Bachelors,2017,Pune,3,0,1,No,3,0,1760
100,Masters,2014,New Delhi,3,0,1,No,1,0,2153
70,Masters,2017,New Delhi,2,0,0,No,2,0,3261
110,Bachelors,2015,Pune,3,0,1,No,5,0,2907
70,Bachelors,2017,Pune,2,1,1,No,4,0,3882
25,Bachelors,2018,Pune,3,0,1,No,0,1,4209
110,PHD,2016,New Delhi,3,1,1,No,1,0,3381
45,Bachelors,2016,Bangalore,3,0,0,No,1,1,2582
110,Bachelors,2017,Pune,3,0,1,No,5,0,3042
35,Masters,2013,New Delhi,3,1,0,Yes,2,1,3679
90,Bachelors,2016,Bangalore,3,1,1,No,2,0,3681
90,Bachelors,2014,Bangalore,3,0,1,No,4,0,640
110,Bachelors,2017,Pune,2,0,1,No,5,0,2240
60,Bachelors,2017,Bangalore,3,0,1,No,2,0,482
45,Bachelors,2012,Bangalore,3,0,1,No,2,1,158
90,Bachelors,2016,Bangalore,3,0,1,No,2,0,27
45,Bachelors,2013,Bangalore,3,0,1,No,3,1,4450
25,Masters,2018,Pune,3,0,1,No,2,1,1226
5,Bachelors,2017,Pune,3,0,1,Yes,3,1,1209
25,Bachelors,2016,Bangalore,3,0,1,Yes,2,1,344
100,Bachelors,2012,New Delhi,3,0,0,No,2,0,1811
55,Bachelors,2015,Pune,2,0,0,No,3,1,561
70,Bachelors,2017,New Delhi,3,0,0,No,3,0,1679
100,Bachelors,2014,New Delhi,3,0,0,No,2,0,2437
5,Masters,2018,New Delhi,3,0,1,Yes,4,1,1074
70,Bachelors,2017,New Delhi,3,0,1,No,3,0,1604
110,Bachelors,2017,Bangalore,3,0,1,No,5,0,635
5,Masters,2018,New Delhi,3,0,0,Yes,2,1,255
100,Bachelors,2013,Pune,3,0,1,No,0,0,2879
110,PHD,2018,New Delhi,3,0,1,No,3,1,426
25,Masters,2017,New Delhi,2,0,1,No,2,1,3708
55,Bachelors,2016,New Delhi,2,0,0,No,0,1,20
90,Bachelors,2015,Bangalore,3,0,0,No,4,0,1387
90,Bachelors,2013,Bangalore,3,0,1,No,4,0,2263
90,Bachelors,2016,Bangalore,3,0,1,No,0,0,2611
70,Bachelors,2015,Bangalore,3,0,1,Yes,4,0,3471
110,Bachelors,2016,Pune,2,0,0,No,5,1,714
100,Masters,2014,Pune,1,0,0,No,1,0,4052
55,Bachelors,2016,Pune,3,0,0,No,4,1,1717
100,Bachelors,2014,Pune,3,0,1,No,4,0,1783
25,Bachelors,2018,Pune,3,0,1,No,4,1,506
110,PHD,2012,New Delhi,3,0,1,No,5,0,47
110,Masters,2016,Pune,1,0,0,No,5,0,2423
15,Bachelors,2018,Bangalore,3,0,1,No,2,1,4456
90,Bachelors,2012,Bangalore,3,0,0,No,3,0,3263
90,Bachelors,2015,Bangalore,3,0,1,No,4,0,923
110,Bachelors,2014,Bangalore,3,0,1,No,5,0,2438
90,Bachelors,2016,Bangalore,3,0,1,No,4,0,3491
70,Bachelors,2015,Bangalore,3,0,1,Yes,2,0,877
110,Bachelors,2015,Bangalore,3,0,1,No,5,0,3017
70,Masters,2017,New Delhi,3,0,0,No,3,0,1003
90,Bachelors,2012,Bangalore,3,1,1,No,1,0,3525
110,Bachelors,2015,Bangalore,3,0,0,No,5,0,1779
110,Bachelors,2012,Bangalore,3,0,1,Yes,5,0,3312
25,Bachelors,2015,Bangalore,3,0,1,Yes,1,1,707
60,Masters,2017,Bangalore,3,0,0,No,4,0,1857
90,Masters,2014,Bangalore,3,0,0,No,2,0,1698
55,Bachelors,2015,Pune,2,0,0,No,4,1,476
90,Bachelors,2012,Bangalore,3,0,1,No,2,0,794
110,Bachelors,2014,Pune,3,0,1,No,5,1,1135
70,Bachelors,2012,Bangalore,3,0,0,Yes,3,0,1502
90,Bachelors,2012,Bangalore,3,0,1,No,1,0,1292
25,Masters,2017,New Delhi,2,0,1,No,3,1,673
25,Bachelors,2017,New Delhi,2,0,1,No,3,1,1691
110,Bachelors,2016,Bangalore,3,0,0,No,5,0,1892
70,Bachelors,2016,Bangalore,1,0,0,Yes,3,0,3643
100,Masters,2015,New Delhi,3,0,1,No,2,0,3388
45,Masters,2015,Bangalore,3,0,1,No,4,1,4243
80,Bachelors,2014,New Delhi,3,0,0,Yes,4,0,4128
110,Bachelors,2017,Bangalore,3,0,1,No,5,0,2529
70,Bachelors,2015,Bangalore,3,0,1,Yes,4,0,4462
15,Bachelors,2018,Bangalore,3,0,1,No,1,1,2175
110,Bachelors,2016,Bangalore,3,0,1,No,5,0,1493
90,Bachelors,2015,Bangalore,3,0,1,No,3,0,3700
100,Bachelors,2014,Pune,2,0,1,No,4,0,394
90,Bachelors,2014,Bangalore,3,0,1,No,4,0,1428
-5,Masters,2018,Bangalore,3,0,1,Yes,2,1,4058
110,Bachelors,2017,Bangalore,3,0,1,Yes,5,0,2591
100,Bachelors,2012,Pune,3,0,1,No,0,0,4395
70,Bachelors,2017,New Delhi,3,0,1,No,3,0,1945
110,Masters,2012,Bangalore,3,0,1,No,5,1,11
100,Bachelors,2013,Pune,3,0,1,No,2,0,2272
90,Bachelors,2015,Bangalore,3,0,1,No,0,0,3630
25,Bachelors,2017,Pune,3,0,0,No,4,1,2455
100,Bachelors,2016,Pune,3,0,1,No,2,0,2265
90,Bachelors,2012,Bangalore,3,0,1,No,3,0,3440
90,Bachelors,2012,Bangalore,3,0,1,No,2,0,2186
100,Bachelors,2016,Pune,3,0,1,No,1,0,3135
100,Bachelors,2014,New Delhi,3,0,0,No,2,0,1727
70,Masters,2017,Pune,2,0,0,No,4,0,4375
45,Bachelors,2012,Bangalore,3,0,0,No,4,1,2016
90,Bachelors,2012,Bangalore,3,0,1,No,3,0,4475
90,Bachelors,2014,Bangalore,3,0,1,No,2,0,995
100,Masters,2016,New Delhi,3,0,0,No,3,0,1732
25,Masters,2018,New Delhi,3,0,1,No,2,1,2254
55,Bachelors,2014,New Delhi,3,1,0,No,3,1,3445
90,Bachelors,2016,Bangalore,3,0,1,No,2,0,720
15,Bachelors,2017,Bangalore,3,0,1,No,3,1,4424
25,Masters,2018,New Delhi,3,0,1,No,3,1,532
110,PHD,2018,Bangalore,3,0,1,No,4,1,587
90,Bachelors,2012,Bangalore,3,0,1,No,3,0,345
70,Bachelors,2017,New Delhi,3,0,1,No,4,0,2061
5,Masters,2018,New Delhi,3,0,1,Yes,4,1,2346
100,Bachelors,2015,Pune,3,0,1,No,3,0,4511
25,Masters,2017,Pune,2,0,1,No,2,1,186
100,Bachelors,2014,New Delhi,3,0,0,No,4,0,3884
15,Bachelors,2017,Bangalore,3,0,0,No,2,1,2843
70,Bachelors,2017,Pune,3,0,1,No,2,0,2233
90,Bachelors,2014,Bangalore,3,0,1,No,4,0,1706
70,Bachelors,2014,Bangalore,3,0,1,Yes,2,0,2004
100,Bachelors,2016,Pune,3,0,1,No,4,0,687
90,Bachelors,2014,Bangalore,3,0,1,No,3,0,1081
70,Masters,2017,New Delhi,1,0,1,No,4,0,1866
110,Bachelors,2014,Bangalore,3,0,1,No,5,0,4259
55,Bachelors,2012,New Delhi,2,0,1,No,3,1,582
45,Masters,2016,Bangalore,3,0,1,No,1,1,3674
100,Bachelors,2012,New Delhi,3,0,0,No,4,0,3811
70,Masters,2017,New Delhi,1,0,1,No,0,0,4478
110,Masters,2017,New Delhi,3,0,0,No,5,1,3295
110,Bachelors,2013,Bangalore,3,0,1,No,5,1,1714
90,Bachelors,2015,Bangalore,3,0,1,No,4,0,986
70,Bachelors,2017,New Delhi,2,0,1,No,3,0,528
100,Bachelors,2015,New Delhi,3,0,1,No,0,0,92
55,Bachelors,2013,New Delhi,3,0,0,No,2,1,474
90,Bachelors,2016,Bangalore,3,0,1,No,1,0,4162
110,Masters,2014,Pune,2,0,0,No,5,0,3230
55,Bachelors,2013,Pune,2,0,1,No,3,1,448
90,Bachelors,2014,Bangalore,3,0,1,No,3,0,4152
-5,Bachelors,2018,Bangalore,3,0,1,Yes,4,1,2880
110,PHD,2012,New Delhi,3,1,0,No,5,0,3226
-5,Bachelors,2018,Bangalore,3,0,1,Yes,2,1,4638
110,Masters,2013,Pune,2,0,1,No,5,1,208
100,Bachelors,2014,New Delhi,3,0,1,No,4,0,2767
45,Bachelors,2015,Bangalore,3,0,0,No,3,1,2656
90,Bachelors,2013,Bangalore,3,0,1,No,2,0,3886
55,Bachelors,2013,Pune,2,0,0,No,4,1,1233
60,Bachelors,2017,Bangalore,3,0,1,No,1,0,326
110,Bachelors,2016,Bangalore,1,0,0,No,5,0,980
110,PHD,2015,New Delhi,3,0,0,No,3,0,306
90,Bachelors,2014,Bangalore,3,0,0,No,3,0,1017
90,Bachelors,2012,Bangalore,3,0,1,No,4,0,2424
110,Masters,2017,New Delhi,1,0,1,No,5,0,3799
110,Masters,2017,New Delhi,1,1,1,No,5,0,3104
110,Bachelors,2014,Bangalore,1,0,1,No,5,0,74
90,Bachelors,2013,Bangalore,3,0,1,No,4,0,3023
15,Bachelors,2018,Bangalore,3,0,1,No,3,1,2688
110,Bachelors,2012,New Delhi,3,0,0,No,5,0,4441
100,Bachelors,2014,Pune,3,0,1,No,2,0,1240
60,Bachelors,2017,Bangalore,2,0,1,No,0,0,4630
90,Bachelors,2012,Bangalore,3,0,1,No,3,0,277
100,Masters,2012,New Delhi,3,0,0,No,4,0,2794
90,Bachelors,2014,Bangalore,3,0,1,No,2,0,1052
90,Bachelors,2014,Bangalore,1,0,1,No,2,0,3618
90,Bachelors,2016,Bangalore,3,0,1,No,4,0,1255
100,Masters,2016,Pune,3,0,1,No,2,0,2533
90,Bachelors,2015,Bangalore,3,0,1,No,0,0,3744
90,Bachelors,2014,Bangalore,3,0,1,No,4,0,2090
25,Masters,2017,New Delhi,2,0,1,No,4,1,1841
90,Bachelors,2014,Bangalore,3,0,1,No,2,0,3187
45,Bachelors,2016,Bangalore,3,0,1,No,1,1,2890
70,Masters,2017,New Delhi,3,0,1,No,2,0,328
40,Bachelors,2018,Bangalore,1,0,1,Yes,3,0,657
55,Bachelors,2015,Pune,3,0,0,No,2,1,1424
55,Bachelors,2014,Pune,2,0,0,No,3,1,3461
25,Bachelors,2013,Bangalore,3,0,1,Yes,3,1,1476
100,Bachelors,2014,New Delhi,3,0,0,No,3,0,1990
110,Bachelors,2017,Bangalore,3,0,1,No,5,0,3330
110,Bachelors,2013,Bangalore,3,0,1,No,5,1,508
45,Masters,2014,Bangalore,3,0,0,No,2,1,523
110,Bachelors,2013,New Delhi,1,0,0,No,5,0,259
90,Bachelors,2016,Bangalore,3,1,1,No,3,0,3536
70,Bachelors,2017,New Delhi,2,0,0,No,0,0,3284
45,Bachelors,2013,Bangalore,1,0,1,No,4,1,3954
100,Bachelors,2012,New Delhi,3,0,1,No,1,0,2079
100,Bachelors,2015,Pune,3,0,1,No,4,0,45
100,Masters,2015,Pune,2,0,0,No,2,0,4156
100,Bachelors,2013,Pune,3,0,1,No,0,0,2758
110,Bachelors,2012,New Delhi,3,0,1,No,5,0,1753
90,Bachelors,2015,Bangalore,3,0,1,No,2,0,2885
70,Bachelors,2013,Bangalore,3,0,1,Yes,4,0,2554
60,Bachelors,2017,Bangalore,3,0,1,No,0,0,2915
90,Bachelors,2012,Bangalore,3,0,1,No,4,0,2854
45,Bachelors,2016,Bangalore,3,0,1,No,4,1,1560
5,Masters,2017,New Delhi,2,0,0,Yes,2,1,637
110,Masters,2017,Pune,2,0,0,No,5,0,1204
80,Bachelors,2012,Pune,3,0,1,Yes,2,0,1733
45,Bachelors,2013,Bangalore,3,0,0,No,2,1,2484
110,Masters,2017,Pune,2,0,0,No,5,0,1926
90,Masters,2015,Bangalore,3,0,1,No,0,0,3706
25,Masters,2018,New Delhi,3,0,1,No,3,1,1858
-5,Bachelors,2018,Bangalore,3,0,0,Yes,2,1,3025
100,Bachelors,2015,New Delhi,3,0,1,No,4,0,422
55,Masters,2013,New Delhi,3,0,1,No,3,1,1979
55,Masters,2013,New Delhi,3,0,1,No,4,1,295
90,Bachelors,2016,Bangalore,3,0,1,No,4,0,926
100,Bachelors,2016,New Delhi,3,0,1,No,1,0,3769
70,Bachelors,2014,Bangalore,3,0,1,Yes,3,0,1331
60,Bachelors,2017,Bangalore,3,0,0,No,1,0,78
110,PHD,2013,New Delhi,3,0,0,No,2,0,2376
100,Bachelors,2014,New Delhi,3,0,0,No,2,0,3
55,Masters,2015,New Delhi,3,0,1,No,4,1,1900
100,Masters,2013,New Delhi,3,0,1,No,4,0,2036
55,Bachelors,2014,Pune,3,0,0,No,2,1,3374
70,Masters,2017,Pune,2,0,1,No,2,0,3001
90,Bachelors,2015,Bangalore,3,0,1,No,4,0,718
110,Bachelors,2016,Bangalore,3,0,1,No,5,0,2792
55,Masters,2013,New Delhi,2,0,1,No,4,1,2487
100,Bachelors,2013,Pune,3,0,1,No,4,0,2787
15,Bachelors,2018,Bangalore,3,0,1,No,3,1,1151
70,Masters,2017,New Delhi,2,0,0,No,4,0,1263
90,Bachelors,2014,Bangalore,3,0,1,No,3,0,1807
70,Bachelors,2017,New Delhi,2,0,1,No,2,0,3409
25,Masters,2017,Pune,1,0,1,No,0,1,3472
-5,Bachelors,2018,Bangalore,3,0,1,Yes,1,1,2711
60,Bachelors,2017,Bangalore,1,0,1,No,3,0,314
90,Bachelors,2014,Bangalore,3,0,1,No,4,0,3160
110,Bachelors,2016,Pune,3,0,1,No,5,0,1570
100,Bachelors,2015,New Delhi,3,0,1,No,2,0,1927
90,Bachelors,2013,Bangalore,3,0,1,No,1,0,2773
60,Bachelors,2017,Bangalore,3,0,1,No,3,0,4495
90,Bachelors,2016,Bangalore,3,0,1,No,1,0,2267
110,Bachelors,2013,Bangalore,3,0,0,No,5,0,4409
55,Bachelors,2015,Pune,1,0,0,No,4,1,2380
35,Bachelors,2015,Pune,3,1,0,Yes,2,1,3564
100,Bachelors,2012,New Delhi,3,0,0,No,3,0,1915
100,Bachelors,2014,Pune,1,0,1,No,1,0,4185
70,Bachelors,2017,New Delhi,3,0,0,No,4,0,1654
100,Bachelors,2012,New Delhi,3,0,0,No,1,0,4098
45,Bachelors,2015,Bangalore,3,1,1,No,0,1,76
110,Masters,2017,New Delhi,3,0,0,No,5,1,1494
110,Bachelors,2017,New Delhi,3,0,0,No,5,0,2303
60,Bachelors,2017,Bangalore,3,0,1,No,2,0,1567
25,Masters,2018,New Delhi,3,0,1,No,2,1,4381
90,Bachelors,2016,Bangalore,3,0,0,No,4,0,1320
90,Bachelors,2013,Bangalore,3,0,1,No,2,0,391
90,Bachelors,2016,Bangalore,3,0,0,No,3,0,375
110,Bachelors,2015,Bangalore,3,0,1,No,5,0,3829
60,Bachelors,2017,Bangalore,3,0,0,No,2,0,991
100,Bachelors,2013,New Delhi,3,0,0,No,0,0,4246
15,Bachelors,2018,Bangalore,3,0,1,No,1,1,3697
110,Bachelors,2014,Bangalore,3,0,1,No,5,0,3902
90,Bachelors,2014,Bangalore,3,0,1,No,1,0,2218
40,Bachelors,2017,Bangalore,3,0,1,Yes,2,0,3372
55,Masters,2016,New Delhi,3,0,0,No,3,1,187
70,Bachelors,2017,Pune,2,0,1,No,3,0,2552
110,Bachelors,2016,Bangalore,3,0,1,Yes,5,0,605
110,Bachelors,2016,Bangalore,3,0,1,No,5,0,423
25,Bachelors,2018,Pune,2,0,0,No,4,1,4037
90,Bachelors,2016,Bangalore,3,0,1,No,1,0,3400
60,Bachelors,2017,Bangalore,3,1,0,No,3,0,3693
100,Bachelors,2015,New Delhi,3,0,0,No,1,0,4556
100,Masters,2013,New Delhi,3,0,1,No,2,0,94
90,Bachelors,2013,Bangalore,3,0,1,No,4,0,4639
90,Bachelors,2016,Bangalore,3,0,1,No,1,0,3014
110,Bachelors,2016,Bangalore,3,0,1,Yes,5,0,2586
100,Bachelors,2016,New Delhi,3,0,0,No,4,0,4360
35,Bachelors,2015,Pune,3,0,0,Yes,4,1,2285
110,Bachelors,2013,Pune,2,0,1,No,5,1,2430
45,Bachelors,2013,Bangalore,3,0,0,No,0,1,4595
45,Bachelors,2016,Bangalore,3,0,1,No,3,1,395
110,PHD,2017,New Delhi,3,0,0,No,5,0,4570
110,PHD,2018,Pune,3,0,1,No,4,1,1618
90,Bachelors,2013,Bangalore,3,0,1,No,4,0,2604
15,Bachelors,2018,Bangalore,3,0,1,No,0,1,4599
100,Bachelors,2014,Pune,3,0,1,No,2,0,3847
25,Bachelors,2017,Pune,2,0,0,No,4,1,2027
100,Bachelors,2012,New Delhi,3,0,0,No,0,0,4256
110,PHD,2018,New Delhi,3,0,0,No,0,1,3262
90,Bachelors,2015,Bangalore,3,0,1,No,4,0,2117
60,Bachelors,2017,Bangalore,3,0,0,No,4,0,3259
110,Bachelors,2015,Pune,1,0,0,No,5,1,3549
70,Bachelors,2015,Bangalore,3,0,0,Yes,4,0,1222
15,Bachelors,2018,Bangalore,3,0,1,No,4,1,1695
100,Bachelors,2013,Pune,3,0,1,No,1,0,196
110,Bachelors,2017,New Delhi,3,0,1,No,5,0,1650
60,Bachelors,2017,Bangalore,1,0,1,No,1,0,2756
90,Bachelors,2012,Bangalore,1,0,0,No,0,0,2497
50,Bachelors,2017,New Delhi,3,0,0,Yes,3,0,2518
55,Bachelors,2014,Pune,3,0,0,No,2,1,1193
100,Bachelors,2012,Pune,3,0,1,No,3,0,3677
100,Bachelors,2012,Pune,3,0,1,No,3,0,628
100,Bachelors,2015,New Delhi,3,0,0,No,2,0,364
90,Bachelors,2014,Bangalore,3,0,1,No,2,0,2230
90,Bachelors,2014,Bangalore,1,0,1,No,4,0,2990
90,Bachelors,2013,Bangalore,3,0,1,No,4,0,1088
90,Bachelors,2014,Bangalore,3,0,1,No,3,0,1943
100,Bachelors,2012,New Delhi,3,0,0,No,2,0,4190
110,Bachelors,2014,Bangalore,3,0,0,No,5,0,1064
70,Bachelors,2017,New Delhi,2,0,0,No,4,0,2749
90,Bachelors,2012,Bangalore,1,0,1,No,3,0,1572
55,Masters,2013,Pune,3,0,1,No,2,1,610
35,Bachelors,2015,Pune,3,0,0,Yes,4,1,436
100,Bachelors,2012,Pune,1,0,1,No,4,0,4241
70,Masters,2017,Pune,2,0,1,No,4,0,3217
110,Bachelors,2017,New Delhi,2,0,1,No,5,0,2848
55,Bachelors,2015,New Delhi,2,0,0,No,1,1,1955
