Score,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,ID
25,Bachelors,2017,Pune,2,1,0,No,2,1,3716
55,Bachelors,2015,Pune,2,0,0,No,0,1,3720
55,Bachelors,2015,Pune,1,0,0,No,4,1,3725
70,Masters,2017,New Delhi,2,0,0,No,0,0,3727
55,Bachelors,2012,Pune,2,0,0,No,5,1,3736
70,Masters,2017,Pune,2,0,1,No,2,0,3753
25,Bachelors,2017,Pune,2,0,0,No,3,1,3757
70,Bachelors,2017,New Delhi,2,0,1,No,2,0,3758
55,Bachelors,2015,Pune,1,0,0,No,3,1,3762
70,Bachelors,2017,New Delhi,2,0,1,No,0,0,3779
100,Bachelors,2016,Bangalore,1,0,1,No,3,0,3800
70,Bachelors,2017,New Delhi,2,0,1,No,4,0,3804
55,Bachelors,2013,Pune,2,0,1,No,2,1,3812
55,Bachelors,2015,Pune,2,0,0,Yes,3,1,3824
55,Bachelors,2014,Pune,2,0,0,No,2,1,3839
100,Bachelors,2015,Bangalore,1,0,1,No,1,0,3842
70,Bachelors,2017,New Delhi,2,0,1,No,2,0,3857
55,Bachelors,2015,Pune,2,0,0,No,5,1,3859
55,Bachelors,2015,Pune,2,0,0,No,2,1,3867
55,Bachelors,2015,Bangalore,1,0,1,Yes,0,1,3870
55,Bachelors,2015,Pune,2,0,0,Yes,0,1,3903
55,Bachelors,2014,Pune,2,0,0,No,3,1,3907
100,Bachelors,2015,Bangalore,1,0,0,No,2,0,3925
70,Masters,2017,Bangalore,2,0,1,No,5,0,3926
25,Masters,2017,New Delhi,2,0,0,No,2,1,3927
70,Bachelors,2017,Pune,2,0,1,No,0,0,3931
70,Bachelors,2017,New Delhi,2,1,0,No,4,0,3936
25,Bachelors,2017,New Delhi,1,0,0,No,4,1,3958
55,Masters,2016,New Delhi,1,0,0,No,5,1,3974
70,Masters,2017,Pune,2,0,0,No,2,0,3978
70,Masters,2017,New Delhi,2,1,0,Yes,2,0,3980
100,Bachelors,2012,Bangalore,1,0,1,No,7,0,3983
100,Masters,2013,New Delhi,1,1,1,No,5,0,3984
110,PHD,2014,New Delhi,2,0,0,No,5,0,3985
55,Bachelors,2013,New Delhi,2,0,0,No,4,1,3999
100,Bachelors,2012,Bangalore,1,0,0,Yes,1,0,4010
70,Bachelors,2017,New Delhi,2,0,0,No,0,0,4022
55,Bachelors,2016,Pune,2,0,0,No,0,1,4023
55,Bachelors,2013,New Delhi,2,0,0,No,1,1,4024
70,Bachelors,2017,Bangalore,2,0,1,No,1,0,4029
55,Bachelors,2014,Pune,2,0,1,No,3,1,4030
55,Bachelors,2012,Pune,2,0,0,No,4,1,4031
70,Bachelors,2017,New Delhi,2,0,0,No,3,0,4034
25,Bachelors,2018,Pune,2,0,0,No,5,1,4035
25,Masters,2017,New Delhi,2,0,1,No,1,1,4055
70,Masters,2017,New Delhi,2,0,0,No,5,0,4059
55,Bachelors,2012,Pune,2,0,0,No,5,1,4060
70,Masters,2017,New Delhi,2,0,1,No,2,0,4065
55,Bachelors,2016,Bangalore,1,0,1,No,4,1,4066
55,Masters,2015,Pune,2,0,0,No,2,1,4072
100,Masters,2015,Pune,2,0,0,No,2,0,4074
25,Masters,2017,Pune,2,0,1,No,1,1,4085
55,Bachelors,2013,Pune,2,0,1,No,2,1,4095
70,Bachelors,2017,Pune,2,0,1,No,2,0,4132
55,Bachelors,2015,Pune,2,0,0,No,1,1,4137
55,Bachelors,2015,Pune,2,1,0,Yes,0,1,4142
70,Masters,2017,New Delhi,2,0,1,Yes,2,0,4146
100,Masters,2015,Pune,2,0,0,No,2,0,4153
100,Bachelors,2012,Pune,2,0,1,No,5,0,4160
25,Masters,2017,New Delhi,2,0,0,No,1,1,4165
70,Masters,2017,New Delhi,2,0,1,No,4,0,4172
70,Masters,2017,Pune,2,0,1,No,2,0,4183
70,Masters,2017,Bangalore,2,0,0,No,0,0,4193
100,Bachelors,2012,Bangalore,1,0,1,No,4,0,4200
55,Masters,2013,Bangalore,2,0,1,No,1,1,4202
100,Bachelors,2012,New Delhi,1,0,0,No,3,0,4214
25,Masters,2017,New Delhi,2,0,1,No,1,1,4215
55,Bachelors,2015,Pune,2,0,0,No,1,1,4221
55,Masters,2015,Pune,2,0,0,No,4,1,4227
70,Bachelors,2017,New Delhi,2,0,0,No,1,0,4238
100,Masters,2015,Pune,2,0,0,No,0,0,4242
25,Bachelors,2017,Bangalore,2,0,0,No,3,1,4244
100,Bachelors,2013,Pune,2,0,1,No,5,0,4247
55,Bachelors,2012,Pune,2,0,0,No,2,1,4266
100,Masters,2015,Pune,2,0,0,No,2,0,4271
55,Bachelors,2015,Pune,2,0,0,Yes,1,1,4273
55,Masters,2013,New Delhi,2,0,1,Yes,2,1,4276
25,Masters,2017,New Delhi,2,0,1,No,5,1,4283
55,Bachelors,2015,Pune,2,0,0,No,0,1,4285
110,PHD,2015,New Delhi,1,0,1,No,5,0,4289
55,Bachelors,2016,New Delhi,2,0,0,No,4,1,4290
70,Masters,2017,New Delhi,2,0,1,No,4,0,4291
110,PHD,2012,Bangalore,1,0,1,No,5,0,4329
100,Bachelors,2015,Pune,2,0,1,No,5,0,4335
100,Bachelors,2014,New Delhi,1,0,0,No,5,0,4340
100,Bachelors,2014,Bangalore,1,0,0,No,4,0,4342
70,Masters,2017,Pune,2,0,1,No,5,0,4355
100,Masters,2015,Pune,2,0,0,No,2,0,4377
55,Bachelors,2015,Pune,2,0,0,No,4,1,4390
70,Masters,2017,New Delhi,2,0,0,No,4,0,4391
55,Bachelors,2014,Pune,2,0,0,No,0,1,4402
55,Bachelors,2013,Pune,2,0,0,No,1,1,4406
55,Bachelors,2013,Pune,2,0,0,Yes,4,1,4408
55,Bachelors,2015,Pune,2,0,0,No,3,1,4418
70,Masters,2017,Bangalore,2,0,0,No,2,0,4430
55,Masters,2013,New Delhi,2,0,0,No,2,1,4435
55,Bachelors,2015,Pune,2,0,0,No,2,1,4436
70,Bachelors,2017,New Delhi,2,1,0,No,3,0,4440
25,Masters,2017,Pune,2,0,1,Yes,2,1,4460
70,Bachelors,2017,New Delhi,2,1,1,No,5,0,4467
25,Masters,2017,New Delhi,2,0,0,No,3,1,4471
25,Bachelors,2017,New Delhi,2,0,1,No,0,1,4473
55,Bachelors,2013,Pune,2,0,1,No,0,1,4512
70,Masters,2017,New Delhi,1,0,1,No,1,0,4513
55,Bachelors,2015,Pune,2,0,0,No,4,1,4516
55,Bachelors,2013,Pune,2,0,0,No,0,1,4522
100,Bachelors,2013,Pune,2,0,1,No,4,0,4529
55,Bachelors,2015,Pune,2,0,0,Yes,2,1,4536
55,Bachelors,2013,Pune,1,0,0,No,1,1,4543
70,Masters,2017,New Delhi,2,0,0,No,3,0,4552
65,PHD,2013,Pune,1,0,0,No,0,1,4554
110,PHD,2014,Bangalore,1,0,0,No,3,0,4557
100,Bachelors,2014,Bangalore,1,0,0,No,1,0,4558
70,Masters,2017,New Delhi,2,0,0,No,4,0,4569
70,Bachelors,2017,New Delhi,2,0,0,No,3,0,4572
70,Bachelors,2017,New Delhi,2,0,1,No,3,0,4583
55,Bachelors,2015,Pune,1,0,1,No,1,1,4585
55,Bachelors,2014,New Delhi,2,0,0,No,1,1,4587
55,Bachelors,2014,Pune,1,0,0,No,2,1,4588
70,Bachelors,2017,New Delhi,2,0,1,No,1,0,4601
55,Bachelors,2014,Pune,1,0,0,No,0,1,4610
55,Bachelors,2016,New Delhi,1,0,0,No,2,1,4635
70,Masters,2017,Pune,2,0,0,No,2,0,4646
55,Masters,2013,Pune,2,0,1,No,2,1,4650
