Score,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,ID
25,Masters,2017,New Delhi,2,0,1,No,2,1,3458
100,Bachelors,2015,Bangalore,1,0,1,No,5,0,1605
70,Bachelors,2017,New Delhi,2,0,1,No,1,0,293
55,Bachelors,2015,Pune,1,0,0,No,0,1,2641
55,Bachelors,2015,Pune,2,0,0,No,2,1,2315
25,Bachelors,2018,Pune,2,0,0,No,4,1,4368
70,Masters,2017,Pune,2,0,1,No,2,0,3371
25,Masters,2017,Bangalore,2,0,1,No,4,1,2958
25,Masters,2017,New Delhi,2,0,1,No,4,1,852
55,Bachelors,2013,Pune,1,0,0,No,4,1,1532
110,PHD,2015,Pune,2,0,0,No,4,0,2722
100,Bachelors,2016,Pune,1,0,1,No,2,0,4333
25,Masters,2017,New Delhi,2,0,1,No,1,1,2241
25,Masters,2017,Bangalore,2,0,1,No,2,1,1257
70,Masters,2017,Pune,1,0,1,No,0,0,3625
70,Masters,2017,Pune,2,0,1,No,2,0,2108
55,Bachelors,2014,Pune,1,0,0,No,4,1,4188
70,Masters,2017,New Delhi,2,0,0,No,2,0,3778
55,Bachelors,2016,Pune,2,0,0,No,0,1,3152
55,Masters,2015,Pune,2,0,0,No,3,1,368
70,Bachelors,2017,New Delhi,2,0,1,No,3,0,648
55,Bachelors,2015,Bangalore,2,0,0,No,3,1,110
70,Masters,2017,Pune,2,0,1,No,3,0,1697
70,Masters,2017,New Delhi,1,0,1,No,5,0,1959
100,Bachelors,2012,Pune,1,0,1,No,5,0,2456
55,Bachelors,2013,New Delhi,2,0,0,No,2,1,1904
70,Masters,2017,New Delhi,2,1,1,No,4,0,3654
55,Bachelors,2012,New Delhi,1,0,0,No,5,1,2717
55,Bachelors,2016,Pune,2,0,0,No,4,1,4463
55,Bachelors,2013,Pune,2,0,0,No,5,1,1924
25,Masters,2017,New Delhi,2,0,0,No,2,1,2639
55,Bachelors,2015,Pune,1,0,0,No,3,1,1295
55,Bachelors,2015,Pune,2,0,0,No,2,1,4320
70,Masters,2017,New Delhi,2,0,1,Yes,2,0,3433
55,Bachelors,2015,Pune,2,0,0,No,4,1,1735
55,Bachelors,2012,Pune,2,0,1,No,2,1,2124
100,Masters,2015,Pune,2,0,0,No,2,0,796
100,Bachelors,2014,Bangalore,1,0,1,No,5,0,3147
55,Bachelors,2013,Pune,1,0,0,No,4,1,2327
70,Masters,2017,Pune,2,0,1,No,0,0,2524
70,Masters,2018,New Delhi,1,0,0,No,2,0,2362
70,Masters,2017,New Delhi,2,0,1,No,2,0,3623
70,Masters,2017,New Delhi,2,0,1,Yes,2,0,3178
100,Bachelors,2014,Bangalore,1,0,0,No,2,0,2366
70,Bachelors,2017,New Delhi,2,0,1,No,2,0,1813
55,Masters,2015,Bangalore,2,0,0,No,4,1,415
70,Masters,2017,New Delhi,2,0,0,No,2,0,309
110,PHD,2014,New Delhi,2,0,0,No,5,0,2244
70,Bachelors,2018,Pune,1,0,1,Yes,4,0,1869
100,Bachelors,2013,Bangalore,1,0,1,No,2,0,1571
70,Masters,2017,New Delhi,2,0,0,No,3,0,4421
110,PHD,2015,New Delhi,2,0,0,No,3,0,232
100,Bachelors,2015,Bangalore,1,0,1,No,3,0,1243
100,Masters,2015,Pune,2,0,0,No,0,0,1984
100,Masters,2015,New Delhi,2,0,0,No,4,0,2137
25,Masters,2017,New Delhi,2,0,0,No,3,1,4253
25,Bachelors,2018,Pune,2,0,0,No,2,1,2159
70,Bachelors,2017,New Delhi,2,0,0,No,4,0,2817
25,Bachelors,2018,Bangalore,2,0,0,No,3,1,2730
100,Bachelors,2016,New Delhi,1,0,0,Yes,3,0,4542
70,Masters,2017,New Delhi,2,0,0,No,4,0,1819
55,Bachelors,2015,Pune,2,0,1,No,3,1,4365
70,Masters,2017,New Delhi,2,0,0,No,2,0,2578
70,Bachelors,2017,New Delhi,2,0,1,No,4,0,1589
70,Masters,2017,New Delhi,2,0,1,Yes,2,0,280
70,Masters,2017,New Delhi,2,0,1,No,2,0,663
70,Bachelors,2017,Bangalore,1,0,1,No,3,0,16
55,Bachelors,2014,Pune,2,0,0,Yes,1,1,3759
70,Masters,2017,Pune,2,0,0,No,2,0,4224
55,Bachelors,2016,Pune,2,0,0,No,0,1,1160
70,Bachelors,2017,Pune,2,0,1,No,3,0,256
55,Bachelors,2013,Pune,2,0,0,No,4,1,1139
70,Bachelors,2017,New Delhi,2,0,0,No,3,0,1324
55,Bachelors,2013,Pune,2,0,0,No,0,1,3195
70,Bachelors,2017,New Delhi,2,0,1,No,2,0,3082
55,Bachelors,2015,Pune,2,0,0,No,0,1,2544
70,Masters,2017,New Delhi,2,1,0,No,2,0,3673
55,Bachelors,2015,Pune,1,0,0,No,0,1,4071
100,Bachelors,2013,New Delhi,1,0,0,No,1,0,3479
55,Masters,2013,Bangalore,2,0,0,No,2,1,2317
55,Bachelors,2013,Bangalore,2,0,1,No,3,1,4240
70,Bachelors,2017,New Delhi,2,0,1,No,5,0,4525
70,Masters,2017,Pune,2,0,0,No,2,0,4351
70,Masters,2017,New Delhi,1,0,1,No,2,0,2801
70,Bachelors,2017,New Delhi,2,0,1,No,5,0,346
70,Masters,2017,New Delhi,2,0,1,No,4,0,22
25,Bachelors,2017,Pune,2,0,0,No,1,1,2396
25,Bachelors,2017,Pune,2,0,0,No,4,1,2644
55,Bachelors,2012,Pune,2,0,0,No,5,1,347
110,PHD,2015,Pune,2,0,0,No,1,0,924
55,Bachelors,2013,Pune,1,0,0,Yes,0,1,4491
55,Masters,2013,New Delhi,2,0,0,No,5,1,834
25,Masters,2017,Pune,2,0,1,No,2,1,704
100,Bachelors,2012,Bangalore,1,0,0,No,1,0,3766
25,Bachelors,2017,Pune,2,0,0,No,5,1,112
25,Bachelors,2017,Pune,2,0,0,No,2,1,2228
55,Bachelors,2013,Bangalore,1,0,0,No,2,1,1737
25,Masters,2017,New Delhi,2,0,1,No,2,1,1258
55,Bachelors,2015,Pune,2,1,0,Yes,5,1,3641
25,Masters,2017,Pune,2,0,0,Yes,2,1,2713
100,Bachelors,2013,Bangalore,1,0,0,No,5,0,4125
25,Masters,2017,New Delhi,2,0,0,No,3,1,854
25,Bachelors,2018,Pune,2,0,0,No,4,1,3621
25,Masters,2017,New Delhi,2,0,0,Yes,4,1,2882
100,Masters,2015,Pune,2,0,0,No,2,0,173
70,Bachelors,2017,New Delhi,2,0,1,No,5,0,3587
25,Bachelors,2017,Pune,2,0,0,No,4,1,2836
25,Masters,2017,New Delhi,2,0,0,No,5,1,833
70,Bachelors,2017,New Delhi,2,0,1,No,3,0,918
55,Bachelors,2016,Pune,2,0,0,No,4,1,1046
100,Bachelors,2012,Bangalore,1,0,1,No,3,0,3097
55,Masters,2013,New Delhi,2,0,1,No,2,1,3566
70,Bachelors,2017,Bangalore,1,0,1,No,3,0,1422
25,Masters,2017,New Delhi,2,0,1,No,2,1,1968
55,Bachelors,2015,Pune,2,0,0,No,1,1,758
70,Masters,2017,New Delhi,2,0,1,No,2,0,2526
25,Masters,2017,Pune,2,0,1,No,4,1,791
70,Bachelors,2017,New Delhi,2,0,0,No,0,0,2499
