Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,ID
Bachelors,2014,Bangalore,1,1,1,0,4,0,1025
Bachelors,2014,Bangalore,1,1,0,0,1,0,1027
Masters,2018,New Delhi,1,1,0,0,3,1,1028
Bachelors,2017,Bangalore,1,1,1,0,5,0,1029
Bachelors,2017,New Delhi,0,1,0,0,5,0,1032
Masters,2017,New Delhi,1,1,1,0,2,0,1035
Bachelors,2015,Bangalore,1,1,1,0,4,0,1036
Masters,2014,Pune,1,1,1,0,4,1,1037
Bachelors,2013,Pune,1,1,1,0,4,0,1038
Bachelors,2016,Bangalore,1,1,1,0,4,0,1039
Bachelors,2014,Bangalore,1,1,1,0,3,0,1042
Bachelors,2013,Bangalore,1,1,1,0,1,0,1044
Bachelors,2016,Pune,0,1,0,0,4,1,1045
Bachelors,2017,New Delhi,1,1,0,0,3,0,1047
Masters,2017,New Delhi,1,1,1,0,2,0,1050
Bachelors,2014,Bangalore,1,1,1,0,2,0,1051
Bachelors,2013,Bangalore,1,1,0,0,3,1,1053
Bachelors,2017,Bangalore,1,1,1,0,2,0,1054
Bachelors,2015,Pune,1,1,0,0,3,1,1055
Bachelors,2018,Bangalore,1,1,1,1,2,1,1057
Bachelors,2017,Bangalore,1,1,1,0,1,0,1060
Bachelors,2016,New Delhi,1,1,1,0,4,0,1062
Bachelors,2014,Bangalore,1,1,0,0,5,0,1063
PHD,2015,New Delhi,0,1,0,0,2,0,1066
Bachelors,2018,Bangalore,1,1,1,0,4,1,1067
PHD,2015,Pune,0,1,0,0,3,1,1069
Bachelors,2013,Bangalore,1,1,0,0,3,0,1071
Bachelors,2015,Bangalore,0,1,0,0,3,1,1074
Bachelors,2012,Bangalore,1,1,1,0,3,0,1075
PHD,2018,New Delhi,1,1,0,0,5,1,1079
Bachelors,2014,Bangalore,1,1,1,0,3,0,1080
Bachelors,2012,Bangalore,1,1,1,0,3,0,1081
Bachelors,2017,New Delhi,0,1,0,0,4,0,1083
Bachelors,2013,Bangalore,1,1,1,0,4,0,1087
Bachelors,2016,New Delhi,1,1,0,0,2,0,1088
Masters,2014,New Delhi,1,1,0,0,4,0,1091
Masters,2017,New Delhi,1,1,0,0,3,0,1092
Masters,2017,Bangalore,1,1,0,0,4,0,1093
Bachelors,2013,New Delhi,1,1,0,0,5,0,1095
Masters,2017,New Delhi,0,1,0,0,4,0,1096
Bachelors,2013,New Delhi,1,1,0,0,5,0,1097
Bachelors,2017,New Delhi,1,1,0,0,4,0,1100
Bachelors,2013,Bangalore,1,1,0,0,4,1,1101
Bachelors,2017,Pune,0,1,1,0,2,0,1103
Masters,2017,New Delhi,1,1,0,0,3,1,1104
Bachelors,2018,Bangalore,1,1,0,1,3,1,1105
Bachelors,2014,Bangalore,1,1,1,0,2,0,1108
Bachelors,2014,Pune,1,1,0,0,2,1,1110
Bachelors,2012,Bangalore,1,1,1,0,5,0,1112
Bachelors,2017,Bangalore,0,1,0,0,4,0,1114
Bachelors,2015,Bangalore,1,1,0,0,3,0,1115
Bachelors,2015,New Delhi,0,1,0,0,3,1,1122
Bachelors,2012,Pune,1,1,1,0,5,0,1127
Masters,2017,New Delhi,0,1,0,1,2,1,1130
Masters,2017,New Delhi,0,1,1,0,3,1,1131
Bachelors,2013,Bangalore,1,1,1,0,0,0,1133
Bachelors,2016,Pune,0,1,0,0,4,1,1135
Bachelors,2012,Pune,1,1,1,0,4,0,1137
Bachelors,2013,Pune,0,1,0,0,4,1,1138
Bachelors,2012,New Delhi,0,1,0,0,5,0,1141
Bachelors,2014,Bangalore,1,1,1,0,2,0,1143
Bachelors,2015,Bangalore,1,1,0,0,5,0,1145
Masters,2012,New Delhi,1,1,1,0,2,0,1147
Bachelors,2018,Bangalore,1,1,1,0,3,1,1150
Masters,2013,Pune,1,1,1,1,3,1,1151
Bachelors,2013,Pune,1,1,0,0,2,0,1152
Bachelors,2015,Pune,1,1,0,0,2,1,1153
Bachelors,2013,Bangalore,1,1,1,0,3,0,1158
Bachelors,2016,Pune,0,1,0,0,0,1,1159
Bachelors,2012,New Delhi,1,1,1,0,2,0,1160
Bachelors,2015,New Delhi,1,1,1,0,1,0,1161
Bachelors,2017,Pune,1,1,1,0,2,0,1164
Bachelors,2016,Bangalore,1,1,0,0,5,0,1165
Bachelors,2015,Pune,1,1,1,0,2,0,1166
Bachelors,2016,Bangalore,1,1,0,0,5,0,1167
Bachelors,2018,Bangalore,1,1,1,0,3,1,1168
Bachelors,2013,Bangalore,1,1,1,0,4,0,1171
Bachelors,2015,Bangalore,0,1,1,0,2,0,1172
Masters,2017,Bangalore,0,1,0,1,2,1,1176
Masters,2017,Pune,0,1,0,0,2,1,1178
Bachelors,2013,New Delhi,0,1,0,0,5,1,1182
Masters,2015,New Delhi,1,1,1,0,2,0,1184
Bachelors,2013,Bangalore,1,1,1,0,5,0,1185
Bachelors,2012,Pune,1,1,1,0,2,0,1187
Masters,2018,New Delhi,1,1,1,0,2,1,1189
Bachelors,2017,New Delhi,0,1,1,0,3,0,1191
Bachelors,2014,Pune,1,1,0,0,2,1,1192
Masters,2017,New Delhi,1,1,0,0,2,0,1202
Bachelors,2012,Bangalore,1,1,1,0,2,0,1204
Bachelors,2017,Pune,1,1,0,0,5,1,1205
Bachelors,2017,New Delhi,0,1,1,0,3,0,1207
Bachelors,2017,Pune,1,1,1,1,3,1,1208
Masters,2017,Pune,0,1,0,0,2,1,1209
Bachelors,2012,Bangalore,1,1,1,0,4,0,1214
Masters,2017,Bangalore,0,1,1,0,2,0,1216
Masters,2017,New Delhi,1,1,0,0,2,1,1217
Bachelors,2017,Pune,1,1,1,0,2,0,1218
Bachelors,2018,Bangalore,1,1,1,0,2,1,1219
Bachelors,2015,Bangalore,1,1,0,1,4,0,1221
Masters,2018,Pune,1,1,1,0,2,1,1225
Bachelors,2012,Bangalore,1,1,0,0,5,0,1228
Bachelors,2015,New Delhi,1,1,0,0,2,0,1231
Bachelors,2013,Pune,0,1,0,0,4,1,1232
Bachelors,2017,Bangalore,1,1,0,0,5,0,1233
Bachelors,2015,Pune,0,1,0,0,2,1,1234
Bachelors,2017,Bangalore,1,1,0,0,5,0,1235
Bachelors,2016,Bangalore,1,1,1,0,3,1,1236
Bachelors,2015,Bangalore,1,1,1,0,5,0,1238
Bachelors,2012,Bangalore,1,1,1,0,5,0,1240
Bachelors,2013,Pune,1,1,1,0,5,0,1241
Bachelors,2015,Bangalore,0,1,1,0,3,0,1242
Masters,2017,New Delhi,0,1,0,0,3,0,1243
PHD,2015,Pune,1,1,1,0,0,0,1244
Bachelors,2015,Bangalore,1,1,1,0,3,0,1245
PHD,2013,New Delhi,1,1,1,0,2,0,1247
Bachelors,2017,Bangalore,1,1,1,1,5,0,1250
Masters,2013,Bangalore,1,1,1,0,5,1,1252
Bachelors,2016,Pune,1,1,1,1,2,0,1253
Bachelors,2013,Pune,0,1,0,0,2,1,1255
Masters,2017,Bangalore,0,1,1,0,2,1,1256
Masters,2017,New Delhi,0,1,1,0,2,1,1257
Masters,2015,Pune,0,1,0,0,2,1,1258
Bachelors,2014,Pune,1,1,1,0,4,0,1259
Masters,2017,New Delhi,0,1,0,0,4,0,1262
PHD,2014,Bangalore,0,1,0,0,3,0,1264
Bachelors,2013,Bangalore,1,1,0,0,3,0,1265
Bachelors,2014,New Delhi,1,1,1,0,5,0,1268
Bachelors,2015,Bangalore,1,1,1,0,4,0,1269
Bachelors,2014,Bangalore,1,1,0,0,2,0,1277
Masters,2017,Pune,1,1,0,0,2,0,1278
Bachelors,2017,New Delhi,0,1,1,0,0,0,1281
Bachelors,2017,New Delhi,1,1,0,0,3,0,1282
Bachelors,2012,Pune,1,1,1,0,2,1,1283
Bachelors,2015,Pune,0,1,0,0,4,1,1285
Masters,2014,New Delhi,1,1,1,0,5,0,1286
Bachelors,2014,New Delhi,1,1,1,0,3,0,1288
Bachelors,2014,Bangalore,0,1,1,0,4,0,1292
Bachelors,2015,Pune,0,1,0,1,2,1,1295
Bachelors,2015,Bangalore,1,1,1,0,0,0,1297
Bachelors,2016,Bangalore,1,1,1,0,2,0,1298
Bachelors,2013,Pune,1,1,0,1,3,1,1299
Masters,2015,New Delhi,1,1,1,0,3,0,1301
Bachelors,2012,New Delhi,1,1,0,0,4,0,1302
Bachelors,2012,Bangalore,1,1,1,0,4,0,1303
Bachelors,2012,Bangalore,1,1,1,0,3,0,1304
Bachelors,2017,Bangalore,1,1,1,0,3,0,1306
Masters,2017,New Delhi,0,1,1,1,3,1,1309
Bachelors,2015,Bangalore,1,1,1,0,3,0,1310
Bachelors,2017,Pune,1,1,0,0,3,1,1312
Bachelors,2016,Bangalore,1,1,0,0,5,0,1314
Bachelors,2012,Bangalore,1,1,0,1,5,0,1316
Bachelors,2017,New Delhi,1,1,0,0,5,0,1317
Bachelors,2016,Bangalore,0,1,1,0,3,1,1318
Bachelors,2016,Bangalore,1,1,0,0,4,0,1319
Bachelors,2017,New Delhi,0,1,1,0,5,0,1320
Bachelors,2016,Bangalore,1,1,0,0,2,0,1321
Bachelors,2017,New Delhi,0,1,0,0,3,0,1323
Bachelors,2015,Pune,1,1,1,0,2,0,1324
PHD,2017,New Delhi,1,1,0,0,5,0,1326
Bachelors,2014,Bangalore,1,1,0,0,3,1,1327
Bachelors,2016,Pune,1,1,1,0,3,0,1329
Bachelors,2014,Bangalore,1,1,1,1,3,0,1330
Bachelors,2012,New Delhi,1,1,1,0,5,0,1331
Bachelors,2012,Pune,1,1,0,0,3,1,1332
Masters,2015,New Delhi,1,1,0,0,5,0,1333
Bachelors,2014,Bangalore,1,1,1,0,2,0,1334
Bachelors,2014,Pune,0,1,0,0,2,1,1340
Bachelors,2014,Bangalore,1,1,1,0,5,0,1345
Bachelors,2013,Bangalore,1,1,0,0,0,1,1346
Bachelors,2014,Pune,1,1,1,0,4,0,1347
Masters,2014,Pune,1,1,1,0,5,0,1351
Masters,2017,New Delhi,0,1,1,0,5,1,1352
Bachelors,2015,Pune,1,1,0,0,3,1,1357
Masters,2017,New Delhi,1,1,1,0,5,0,1358
Bachelors,2013,Bangalore,1,1,1,0,2,0,1359
Masters,2015,Bangalore,1,1,1,0,1,1,1360
Bachelors,2018,Bangalore,1,1,0,1,5,1,1361
Bachelors,2015,Bangalore,1,1,1,0,2,1,1362
Bachelors,2014,Pune,1,1,1,0,4,0,1363
Bachelors,2013,New Delhi,1,1,0,0,3,0,1364
Bachelors,2018,New Delhi,1,1,0,0,0,1,1366
PHD,2012,Pune,1,1,1,0,5,0,1368
Bachelors,2013,Bangalore,1,1,0,0,3,0,1370
Bachelors,2015,Pune,1,1,1,0,2,0,1371
Bachelors,2013,Pune,1,1,1,0,5,0,1372
Bachelors,2015,Pune,0,1,0,0,2,1,1376
PHD,2018,Bangalore,1,1,0,0,5,1,1378
PHD,2016,New Delhi,1,1,0,0,2,0,1383
Bachelors,2013,Bangalore,1,1,1,0,4,0,1384
Bachelors,2015,Bangalore,1,1,1,0,5,0,1385
Bachelors,2017,Pune,1,1,0,0,3,1,1388
Masters,2017,New Delhi,0,1,1,0,4,1,1389
Bachelors,2017,Pune,0,1,1,0,1,1,1394
Bachelors,2014,Bangalore,1,1,1,0,3,0,1395
PHD,2013,Bangalore,1,1,1,0,4,0,1397
Bachelors,2013,New Delhi,1,1,0,1,3,1,1398
Bachelors,2017,Bangalore,0,1,0,0,3,0,1399
Bachelors,2014,Bangalore,1,1,1,0,4,0,1400
Masters,2013,Pune,0,1,1,0,2,1,1402
Masters,2017,New Delhi,0,1,1,0,4,0,1404
Masters,2016,New Delhi,1,1,1,0,3,0,1405
Bachelors,2012,Bangalore,0,1,1,0,5,1,1408
Bachelors,2018,Bangalore,1,1,1,0,5,1,1409
Masters,2015,Pune,0,1,0,1,4,1,1415
Masters,2015,Pune,1,1,1,0,3,1,1416
Bachelors,2016,Pune,1,1,0,0,5,1,1417
Bachelors,2013,Bangalore,1,1,1,0,3,0,1418
Bachelors,2018,Pune,1,1,1,1,4,1,1419
Bachelors,2014,Bangalore,1,1,0,0,5,0,1420
Bachelors,2015,Pune,1,1,0,0,2,1,1423
Bachelors,2015,Bangalore,1,1,1,0,2,0,1424
Bachelors,2014,Bangalore,1,1,1,0,4,0,1427
Bachelors,2018,New Delhi,1,1,0,0,5,1,1428
Bachelors,2015,Bangalore,1,1,1,0,0,1,1429
Bachelors,2016,New Delhi,1,1,0,0,3,0,1430
Bachelors,2017,Bangalore,1,1,1,0,3,0,1431
Masters,2018,New Delhi,1,1,1,0,2,1,1433
Bachelors,2017,New Delhi,0,1,0,0,0,0,1436
Bachelors,2012,Bangalore,1,1,1,0,2,0,1438
Bachelors,2013,Bangalore,1,1,1,0,4,0,1439
Bachelors,2016,Bangalore,0,1,1,0,2,0,1440
Bachelors,2018,Pune,1,1,0,0,3,1,1445
Bachelors,2015,Pune,1,1,1,1,2,0,1447
Bachelors,2013,Bangalore,1,1,0,0,2,1,1448
Bachelors,2012,Bangalore,1,1,1,0,5,0,1456
Bachelors,2017,Bangalore,1,1,1,0,2,0,1459
Bachelors,2016,New Delhi,1,1,1,0,0,0,1461
Bachelors,2012,Bangalore,1,1,1,0,5,0,1462
Bachelors,2015,Pune,1,1,1,0,3,0,1468
Bachelors,2015,Pune,0,1,0,0,4,1,1470
Bachelors,2012,Pune,1,1,1,0,3,0,1474
Bachelors,2016,New Delhi,1,1,1,0,4,0,1476
Bachelors,2014,Bangalore,1,1,0,0,5,0,1478
Masters,2017,New Delhi,0,1,1,1,4,1,1479
Bachelors,2015,Pune,0,1,0,0,5,1,1480
Bachelors,2014,Bangalore,1,1,1,0,2,0,1481
Masters,2017,Pune,0,1,0,0,3,0,1482
Bachelors,2017,New Delhi,1,1,0,0,2,0,1483
Bachelors,2014,Bangalore,1,1,1,1,5,0,1484
Bachelors,2018,Pune,1,1,1,0,2,1,1486
Bachelors,2015,New Delhi,1,1,0,0,3,0,1488
Bachelors,2015,New Delhi,0,1,0,1,5,1,1491
Masters,2017,New Delhi,1,1,0,0,5,1,1493
Bachelors,2017,Pune,0,1,0,0,4,1,1494
Bachelors,2015,Pune,1,1,0,0,5,1,1495
Bachelors,2018,Pune,1,1,0,0,5,1,1496
Bachelors,2017,Bangalore,1,1,1,0,3,0,1498
PHD,2013,New Delhi,1,1,0,0,5,1,1499
Bachelors,2016,Bangalore,1,1,1,0,2,0,1500
Bachelors,2016,Bangalore,1,1,1,0,4,1,1504
Bachelors,2014,Pune,1,1,1,1,5,0,1505
Bachelors,2013,Bangalore,1,1,1,1,2,0,1506
Bachelors,2017,Bangalore,1,1,1,0,3,1,1507
Bachelors,2017,Pune,0,1,0,0,2,1,1508
Masters,2013,Bangalore,1,1,0,0,4,1,1510
Bachelors,2012,Pune,1,1,0,0,3,1,1511
Bachelors,2015,New Delhi,1,1,0,0,2,0,1512
Masters,2017,New Delhi,0,1,0,0,2,0,1513
Masters,2013,New Delhi,1,1,1,0,4,1,1514
Bachelors,2014,Bangalore,1,1,1,0,4,0,1515
PHD,2016,New Delhi,1,1,0,0,2,0,1516
Bachelors,2017,New Delhi,1,1,1,0,4,0,1517
Bachelors,2016,Bangalore,1,1,1,0,4,0,1518
Bachelors,2014,Bangalore,1,1,1,0,5,0,1519
Bachelors,2017,New Delhi,1,1,0,0,0,0,1520
PHD,2016,New Delhi,1,1,0,0,5,0,1521
Masters,2017,Pune,0,1,1,0,5,1,1527
Bachelors,2014,Pune,0,1,0,0,3,1,1528
Bachelors,2015,Pune,0,1,0,1,2,1,1529
Bachelors,2013,Pune,0,1,0,0,4,1,1531
Masters,2017,New Delhi,1,1,1,0,0,0,1533
Bachelors,2015,Pune,0,1,0,1,3,1,1535
Bachelors,2015,Bangalore,1,1,1,0,4,0,1536
Bachelors,2015,Bangalore,1,1,0,0,2,0,1537
Bachelors,2017,New Delhi,1,1,0,1,5,0,1539
PHD,2012,Pune,1,1,1,0,5,0,1540
Bachelors,2012,Bangalore,1,1,1,0,4,0,1541
Bachelors,2013,Bangalore,1,1,1,0,3,1,1542
Bachelors,2015,New Delhi,1,1,0,0,2,0,1543
Bachelors,2013,Pune,1,1,0,0,2,0,1544
Bachelors,2018,Pune,1,1,1,1,2,1,1546
Bachelors,2015,Bangalore,1,1,0,1,5,1,1547
Bachelors,2018,Bangalore,1,1,1,0,4,1,1548
Masters,2017,New Delhi,1,1,1,0,5,1,1550
Bachelors,2013,Bangalore,1,1,1,0,5,0,1552
Bachelors,2015,New Delhi,1,1,0,0,3,0,1553
Bachelors,2018,Bangalore,1,1,0,0,2,1,1554
Bachelors,2013,Pune,0,1,0,0,4,1,1556
Bachelors,2015,Bangalore,1,1,1,0,5,0,1557
Bachelors,2013,Bangalore,1,1,1,0,2,0,1558
Bachelors,2016,Bangalore,1,1,1,0,4,1,1559
Bachelors,2016,Bangalore,1,1,1,1,5,0,1561
Bachelors,2017,Pune,1,1,1,0,4,0,1562
Masters,2017,Pune,0,1,1,0,5,0,1564
Bachelors,2013,Bangalore,1,1,0,0,3,0,1565
Bachelors,2013,Bangalore,0,1,1,0,2,0,1570
Bachelors,2012,Bangalore,0,1,1,0,3,0,1571
Bachelors,2016,Pune,1,1,1,0,2,0,1573
Bachelors,2017,Pune,0,1,1,0,3,0,1575
Bachelors,2015,Bangalore,1,1,1,0,3,0,1577
Masters,2013,New Delhi,1,1,1,0,3,1,1578
Bachelors,2017,Bangalore,1,1,1,0,1,1,1582
Bachelors,2012,Bangalore,1,1,1,0,3,0,1583
Bachelors,2014,Pune,1,1,1,0,4,0,1584
Masters,2013,New Delhi,1,1,0,1,2,1,1586
Bachelors,2014,Bangalore,1,1,1,0,2,0,1591
Bachelors,2014,Pune,0,1,0,0,3,1,1592
Masters,2015,New Delhi,1,1,1,0,2,0,1593
Bachelors,2017,Bangalore,1,1,1,0,2,0,1595
Bachelors,2014,Pune,1,1,1,0,5,0,1596
Bachelors,2015,Pune,0,1,0,0,5,1,1597
Bachelors,2016,New Delhi,1,1,0,0,4,0,1599
Bachelors,2016,Bangalore,1,1,0,0,4,0,1600
Bachelors,2015,Bangalore,0,1,1,0,5,0,1604
Bachelors,2014,Bangalore,1,1,0,0,2,0,1606
Bachelors,2014,Pune,0,1,1,0,4,0,1607
Bachelors,2013,Bangalore,1,1,1,0,2,1,1608
Bachelors,2012,Bangalore,1,1,1,0,3,0,1609
Bachelors,2012,Bangalore,1,1,1,1,5,0,1610
Bachelors,2012,Bangalore,1,1,1,0,1,0,1611
Masters,2017,New Delhi,1,1,1,0,2,0,1616
PHD,2018,Pune,1,1,1,0,4,1,1617
Bachelors,2014,Bangalore,1,1,1,0,0,0,1619
Bachelors,2012,Pune,1,1,1,0,4,0,1623
Masters,2015,Bangalore,0,1,0,0,5,1,1624
Bachelors,2017,Bangalore,1,1,1,0,4,1,1627
Bachelors,2015,Pune,1,1,1,0,3,0,1629
Masters,2015,Pune,0,1,0,0,5,0,1631
Bachelors,2013,Bangalore,1,1,0,0,1,0,1633
Bachelors,2015,Pune,1,1,0,0,3,1,1634
Bachelors,2016,Pune,1,1,0,0,5,1,1636
Bachelors,2016,Bangalore,1,1,1,0,4,0,1637
Bachelors,2017,Bangalore,1,1,1,0,5,0,1639
Bachelors,2018,Pune,1,1,1,0,2,1,1640
Bachelors,2013,New Delhi,1,1,1,0,4,0,1642
Bachelors,2013,Bangalore,1,1,1,1,1,0,1643
Masters,2018,New Delhi,1,1,1,0,2,1,1650
Bachelors,2017,New Delhi,1,1,0,0,4,0,1653
Bachelors,2015,New Delhi,1,1,1,0,4,0,1655
Bachelors,2018,Bangalore,1,1,0,0,2,1,1660
Bachelors,2017,Bangalore,0,1,0,0,1,0,1661
Masters,2014,New Delhi,1,1,0,0,3,0,1663
Bachelors,2012,Pune,0,1,1,0,4,0,1664
Bachelors,2016,Bangalore,1,1,1,1,0,0,1668
Bachelors,2015,Bangalore,1,1,0,0,4,0,1672
Bachelors,2014,Bangalore,1,1,1,0,4,0,1673
Bachelors,2017,New Delhi,0,1,1,0,0,0,1674
Masters,2017,New Delhi,1,1,0,0,2,0,1675
PHD,2017,Pune,1,1,1,0,5,0,1676
Bachelors,2015,Bangalore,1,1,0,0,5,0,1677
Bachelors,2017,New Delhi,1,1,0,0,3,0,1678
Masters,2017,Bangalore,0,1,1,0,4,0,1680
Bachelors,2014,Bangalore,1,1,1,0,3,1,1681
Bachelors,2012,Bangalore,1,1,1,0,3,0,1684
Bachelors,2014,Pune,1,1,1,0,3,1,1685
Bachelors,2018,Bangalore,1,1,0,0,3,1,1686
Bachelors,2017,New Delhi,0,1,1,0,3,1,1690
Bachelors,2017,Pune,1,1,1,0,4,0,1692
Bachelors,2018,Bangalore,1,1,1,0,4,1,1694
Masters,2018,New Delhi,1,1,0,0,3,1,1695
Masters,2017,Pune,0,1,1,0,3,0,1696
Masters,2014,Bangalore,1,1,0,0,2,0,1697
Bachelors,2014,Pune,1,1,0,0,2,1,1698
Bachelors,2017,Pune,1,1,1,0,4,0,1700
Bachelors,2017,New Delhi,1,1,0,1,3,0,1702
Bachelors,2012,Bangalore,1,1,1,0,4,0,1704
Bachelors,2017,Bangalore,1,1,0,0,4,0,1706
Masters,2017,Bangalore,0,1,1,0,4,1,1707
Bachelors,2017,New Delhi,1,1,0,0,3,0,1708
Bachelors,2018,Bangalore,1,1,1,0,3,1,1709
Bachelors,2015,Bangalore,0,1,0,0,2,0,1712
Bachelors,2013,Bangalore,1,1,1,0,5,1,1713
Bachelors,2018,Bangalore,1,1,0,0,4,1,1714
Bachelors,2015,Pune,1,1,0,1,5,1,1718
Bachelors,2015,Pune,0,1,0,0,2,1,1724
Masters,2017,New Delhi,0,1,0,0,2,0,1725
Bachelors,2012,Bangalore,1,1,1,0,5,1,1727
Bachelors,2015,Pune,0,1,0,0,5,1,1728
Bachelors,2017,Bangalore,1,1,0,0,2,0,1730
Masters,2016,New Delhi,1,1,0,0,3,0,1731
Bachelors,2015,Pune,0,1,0,0,4,1,1734
Bachelors,2013,Bangalore,0,1,0,0,2,1,1736
Bachelors,2015,Pune,0,1,0,0,2,1,1739
Bachelors,2016,New Delhi,1,1,1,0,4,0,1741
Masters,2017,New Delhi,0,1,0,0,2,0,1742
PHD,2014,New Delhi,1,1,1,0,2,0,1743
Bachelors,2013,Bangalore,1,1,0,0,4,0,1744
Masters,2017,New Delhi,1,1,1,0,4,1,1747
Bachelors,2014,Bangalore,1,1,1,0,0,0,1753
Bachelors,2017,New Delhi,1,1,0,0,4,0,1754
Bachelors,2016,Pune,1,1,1,0,5,1,1755
Bachelors,2017,New Delhi,0,1,0,0,5,0,1756
Bachelors,2013,Pune,0,1,1,0,3,1,1758
Bachelors,2017,Pune,1,1,1,0,3,0,1759
Bachelors,2013,Bangalore,0,1,0,0,2,1,1761
Masters,2017,New Delhi,0,1,1,0,3,0,1762
Bachelors,2015,Pune,1,1,1,0,2,0,1765
Masters,2017,New Delhi,1,1,1,0,1,1,1766
Bachelors,2018,Pune,1,1,1,0,2,1,1768
Bachelors,2013,Bangalore,1,1,1,0,4,0,1769
Masters,2017,New Delhi,0,1,0,0,4,1,1771
Masters,2017,Bangalore,0,1,0,0,4,0,1772
Bachelors,2013,Pune,1,1,1,0,4,0,1773
Bachelors,2016,Bangalore,1,1,1,0,5,0,1777
Bachelors,2015,Bangalore,1,1,0,0,5,0,1778
Bachelors,2014,Bangalore,0,1,1,0,3,0,1781
Bachelors,2013,Pune,1,1,1,0,0,0,1783
Bachelors,2014,Pune,0,1,0,0,3,1,1785
Masters,2013,New Delhi,1,1,0,0,2,0,1787
Masters,2017,Bangalore,0,1,0,0,5,1,1788
Masters,2017,New Delhi,0,1,0,0,3,0,1795
Bachelors,2017,New Delhi,0,1,1,0,4,0,1796
Bachelors,2013,Pune,0,1,0,0,5,1,1797
Masters,2017,Pune,1,1,0,0,5,1,1799
Bachelors,2014,Bangalore,1,1,0,0,3,0,1802
Bachelors,2016,Bangalore,1,1,0,0,4,0,1804
Bachelors,2014,New Delhi,1,1,1,0,4,0,1805
Masters,2014,Bangalore,1,1,0,0,3,1,1808
Bachelors,2015,Pune,0,1,0,0,4,1,1811
Bachelors,2015,New Delhi,1,1,1,0,3,0,1813
Bachelors,2015,Bangalore,1,1,1,0,5,0,1815
Masters,2017,New Delhi,0,1,0,0,4,0,1818
Bachelors,2016,Bangalore,1,1,1,1,4,0,1820
Masters,2017,Bangalore,0,1,0,0,2,0,1821
Bachelors,2017,Bangalore,1,1,1,1,5,0,1822
Masters,2017,New Delhi,0,1,0,0,2,0,1824
Bachelors,2014,Bangalore,1,1,1,0,1,0,1825
Bachelors,2014,Pune,1,1,1,0,0,0,1827
Masters,2013,New Delhi,1,1,1,0,1,0,1828
Bachelors,2016,New Delhi,1,1,0,0,4,0,1831
PHD,2018,Bangalore,1,1,1,0,5,1,1832
Masters,2017,Pune,1,1,1,0,3,0,1835
Bachelors,2017,Pune,0,1,0,0,2,1,1836
PHD,2014,Pune,1,1,1,0,2,0,1838
PHD,2017,Bangalore,1,1,0,0,2,0,1839
Masters,2017,New Delhi,0,1,1,0,4,1,1840
PHD,2016,New Delhi,1,1,0,0,5,0,1842
Masters,2017,New Delhi,0,1,0,1,3,1,1843
Bachelors,2017,New Delhi,1,1,0,0,3,0,1845
Bachelors,2016,Bangalore,1,1,1,0,4,0,1848
Bachelors,2015,Pune,0,1,0,1,5,1,1849
Bachelors,2016,Pune,1,1,0,0,2,1,1850
Masters,2017,New Delhi,0,1,0,0,5,1,1851
Bachelors,2018,Bangalore,1,1,0,0,3,1,1852
Masters,2017,Bangalore,1,1,0,0,4,0,1856
Bachelors,2014,Bangalore,1,1,1,0,1,0,1859
Bachelors,2017,Bangalore,1,1,1,0,2,0,1860
Bachelors,2013,Bangalore,1,1,0,0,3,0,1861
Bachelors,2015,Pune,1,1,1,0,2,0,1862
Bachelors,2012,Bangalore,1,1,1,0,4,0,1863
Masters,2017,New Delhi,0,1,1,0,4,0,1865
Bachelors,2016,Bangalore,1,1,0,0,3,0,1866
Bachelors,2013,Pune,0,1,1,1,4,0,1867
Bachelors,2016,Bangalore,1,1,1,0,2,0,1870
PHD,2017,New Delhi,1,1,1,0,3,0,1872
Bachelors,2017,New Delhi,0,1,0,0,2,1,1873
Bachelors,2015,Bangalore,1,1,0,0,3,0,1874
Bachelors,2012,Pune,1,1,0,0,2,1,1877
Bachelors,2015,Pune,0,1,0,0,4,1,1878
Bachelors,2013,Bangalore,1,1,0,0,2,0,1879
Bachelors,2017,Bangalore,1,1,0,0,4,0,1880
Bachelors,2016,Bangalore,1,1,1,0,2,0,1882
Bachelors,2017,Pune,1,1,1,1,4,0,1887
Masters,2017,Pune,1,1,1,0,5,1,1889
Bachelors,2016,Bangalore,1,1,0,0,5,0,1891
Bachelors,2013,Pune,1,1,1,0,1,0,1892
Bachelors,2017,Pune,1,1,1,0,2,0,1893
Bachelors,2013,Bangalore,1,1,1,0,4,0,1894
Bachelors,2015,Bangalore,1,1,0,0,3,0,1895
Bachelors,2015,Pune,1,1,0,0,2,1,1896
Bachelors,2014,New Delhi,1,1,1,0,1,0,1897
Bachelors,2017,New Delhi,0,1,0,0,2,0,1898
PHD,2014,New Delhi,1,1,1,0,3,0,1900
Bachelors,2013,Bangalore,1,1,1,0,3,0,1901
Bachelors,2017,Bangalore,1,1,1,0,3,0,1902
Bachelors,2014,Pune,1,1,1,0,3,0,1904
Bachelors,2017,New Delhi,1,1,0,0,3,0,1905
Masters,2017,New Delhi,0,1,1,1,2,1,1906
Bachelors,2015,New Delhi,1,1,0,0,2,0,1907
Bachelors,2015,Pune,1,1,1,0,4,0,1909
Bachelors,2017,Pune,0,1,0,0,5,1,1910
